Author,Title,Date,Publication,Place,Full_text,URL
Null,A volume of Selections From The Poems Of,The Times,1894-Dec-27,"London, England","A volume of SELECTIONS FROM ThE POEMS OF AunBny DE VERE, edited with a preface by George Edward Woodberry (Mlacmillan and Co.), will be welcome to many lovers of that writer's graceful and devout muse. The selection is judicious and representative, and the qualities of Mr. Aubrey de Vere's poetry are well defined in Mr. Woodberry's preface-"" lyrical in verse, strongin style, mainly historical in theme,heroic or spiritual in substance, above all placid, it stirs and tranquillizes the soul in the presence of lovely scenes, high action, and those
* Great ideas that man was born to learn.
. . . . It takes wide range, but is predominantly either Bardic or OCristian."" As such it appeals perhaps to a select audience, ""fit though few,"" but its appeal to those who are attuned to ib is potent in its inspiration. Oi other recent verse we may briefly mention PoEms A?ND SO2iTS, by John Sw~anwick Drennan (Kegan Paul and Co.), a posthumous volume, pub1ished by the writer's children, containing v erses, humorous 'and reflective, not wvithout merit and melody, but still scarcely above the mediocrity forbidden to poets by gods, men, and columns; EvAnsn AND O=EE POEMS, a handful of verse, orioinal and translated, by Frederic Walter Fuller (Kegan Paul, Trench, and Co.), a writer not unskilful, though sometimes a little ruggeo. in his render-ing of classical themes and sundry more modern strains. including selections from tho lungarian poet Petad, of whenm he gives a brief biographical account in his notes; Pomms oF LuzE AvD
DMAtU, by Mrarcus 0. S. aickauls (George Bell and Sons), a new volume by a singer whose love of birds aud sympathy with nature inspires many a graceful strain, though he is less equal to more serious and lofty themes ; and MIDtSUMERx
VrEnsE.s and other Poems, by the Rev. G. Bampfield (Barnet, St. Andrew's Press), a series of metrical sketches written for recitation by the pupils of St. Andrew's Schools at Barnet, and aisplaving somewhat higher qiualities than are generSJly to be found in occasional compositions of the kind.",https://link.gale.com/apps/doc/CS135060379/TTDA?u=uppsala&sid=bookmark-TTDA&xid=a79c5f08
Null,In a dainty little volume entitled POETS ON,The Times,1894-Nov-09,"London, England","In a dainty little volume entitled PoETs o% POETS (Kegan Paul and Co.) Mrs. Richard Strachey has collected "" those passages in our literaturewhere poets, themselves of distinction, have cast into a poetic form their judgment on others worthy of the title."" The idea is a little fanciful, perhaps, and its execution leads, in some cases, to some rather painful mnutilations of great poems, but the volume will not be *vithout its value to lovers and students of poetry.",https://link.gale.com/apps/doc/CS52353897/TTDA?u=uppsala&sid=bookmark-TTDA&xid=cd392011
Null,The latest volume of Mr. Alfred H. Miles's,The Times,1894-Nov-09,"London, England","'The latest volume of Mr. Alfred S. Miles's POETS AND POETRY OF THE CENTURY (Hutchinson and Co.) is devoted to humour, society, parody, and occasional verse. The selection is co=ious, but not, perhaps, in all cases judicious, and probably the restraints of copyright have compelled theforegoingof a gooddeal of contempoary verse wvhose absence is otherwise inexYplicable. The volume appears to be rather carelessly printed.",https://link.gale.com/apps/doc/CS52484969/TTDA?u=uppsala&sid=bookmark-TTDA&xid=8088e5d9
Null,A new and definitive edition of the fourth,The Times,1894-Oct-11,"London, England","A new and definitive edition of the fourth volume of Mr. Eumphry Ward's admirable anthology of English poetry entitled Tz Iz.Gc_.I:H POZTS, Selections, with critical introductions by various writers (Macmililan and Co.) derives a melancholy,,but to all lovers of English poetry a transcendent, interest from the fact that three great English poets have died since the work was first pablished. The fourth volume ended origially with seiections from Sydney Dobell. tracts from and notices of the work of James Thomson, author of "" The City of Dreadful Night,"" of Arthur O'Shaughnessy, and of Dante Gabriel, Rossetti have since been added; and the present edition now concludes with Brovning, Matthew Arnold. and Tennyson, three great names not unworthy to rank among the noblest that adorn our Englis
rarnassus. Mrs. WVoods writes the IntroduÂ¢tion to the Selections from Browning, and strikes a true critical note, which- contrasts equailly with the unaripreciative ineptitude of some of kBrowning's earlier critics and the undiscriminating ndulation of most of his later admirers. On Tennyson Professor Jebb writes a masterly essay, scholarly, felicitous, judicious, and sympathetic; and Mr. Hianphry Ward himself pays a pious tribute, at onco 'graceful and just, to the poet. and critic-himself one of the immortals-who contributed the General Introduction to the original edition of 5 The. English Poets."" The selections from theses great writers-made respectively with the
sauetion of the present Lord Tennyson, of Messrs. Smith, Elder, and Co., and of Mr.. 'Matthew Arnold-have been made with great judgment, though many readers will perhaps be tempted, with rh. Ward himself, to "" echo in serious earnest the answer that Matthew Arnold used laughingly to mke to the frends that complainedthat~this orthtiavoiitewas excludedfrom the poems chosen by him for the Golden Treasury volume-' If l had had my own way I should have included eversthin. !' """,https://link.gale.com/apps/doc/CS135584587/TTDA?u=uppsala&sid=bookmark-TTDA&xid=49360a76
Null,Of recent verse we have to mention LYRICS OF,The Times,1894-Sep-13,"London, England","Of recent verse we have to mention Lynics oF A LoxG LIFE, by Newman Hall (James Nisbet and Co.), the gleanings of a prolific and not unskilful writer of hymns, who displays much fervour and other lyrical gifts of a cognate order in improving the various occasions of life; THE FLUTE OF ATHENA and other poems, by Reuben Bradley (Elliot Stock) a volume printed entirely, as the author tells us, by bis own hands, and not without interest cn that account, though we are not sure that his skill in printing is as well employed on his own verses as it might be on those of others-for, though his work is not wholly without merit, his sense of rhythm and rhyme is at times sadly deficient; and IDYLLS GF THE DAwi- (George Bell and Sons), an anonymous volume of verse reprinted mainly fromn the 2#ydney A1cail and displaying an occasional touch of inspiration in the miust of much that scarcely rises in thought or execution above the level of the commonDiace.",https://link.gale.com/apps/doc/CS68082477/TTDA?u=uppsala&sid=bookmark-TTDA&xid=371b1b2d
Null,Of poetry there are before us fewer volumes,The Times,1894-Jul-12,"London, England","Of poetry there are before us fewer volumes than usual this week; but we are glad to say that they include a now edition (the fourth) of Mfr. Robert Bridges's SHoETzE, POE;s (Geo. Bell and Sons), and a German translation, which seems to us very good, of SLEca Pooasxs O Br.owxIxG, by Edmund Ruete (Bremen: Heinsius). The selection is very fairly representative and it is remarkable that, as is the case with many of the best German translations of Shakespeare, some of the poet's obscurities have been cleared away. in passing through the translator's mind. Another volume of poetrv is Tinnus: A DnSArA, by the late Francis Adams, edited by W. M. Rossetti (Fisher UJnwin). MIr. Adams had a good many friends, and his long illness and tragic death increased the interest which wonld anyhow have been felt in him as a clever wFriter. But he had more bitterness than genius in his composition, and his play, though not withoutsome fine passages, iS not i any way first-rate. It is not nearly so good, for instance, as ltr. Bridges's "" lro.I
Those who like detective stories will be interested in the REsmnxsocaoaS of Chief Inspector Littlechild (The Leadenhall Press), which are fairly well written and are told with a frankness that is attractive. Fact is never quite as interesting as fiction, and MIr. Littlechild does not soar into quite the same atmosphere as the late Mr. Sherlock Holmes ; but he is readable -enough when he tells us of his raids upon sham loan offices or of his tracking of forgers, or his adventures in the matter of the Turf frauds,and also when he tells of his not infrequent disappointments and defeats. A companion volume, issued by the same publishers, is lumouas AND ODDrrEs Op THE Lo?Dowo PomaE CounTs, from the Opening of this Century to the Present Time. Of this it may be said that, while decent and fairly amusing, it might have been better done in both the way of story-toling and illust:rtion.",https://link.gale.com/apps/doc/CS135584492/TTDA?u=uppsala&sid=bookmark-TTDA&xid=aed2ffc3
Null,The Second Book Of The Rhymers' Club,The Times,1894-Jul-06,"London, England","THE SECOND BOOK OF THE RHYMES' CLUB (Mathews and Lane), is a little volume of short poems by a group of the )arnassieas of to-day, most of whose names are already pretty familar to the readers of poetry. The list includes Messrs. John Todhunter, W. B. Yeats, Richard Le Gallienne, Arthur Symons, Ernest Radford, and a number of other writers who in various volumes have proved their literary skill, and that turn for versification which seems so universal nowadays. The writer who appears to us to have the most genuine poetical fibre in his composition is Mr. Victor Plarr, whose name we do not remember to have met before. }Iis veraes are unaffected. decent, and distinguished. HIe seems to wisli to conine himself to rhymed quatrains-the imetre of "" Gray's Elegy,"" except that the fourth line has only six syllables; a metre w-hich, of course, only lends itself to rather grave poems. The "" lines to a Breton Beggar "" and the quaint verses called "" Deer in (reenwich Park are the work of a man with real poetical insight ; we wish we could find space to quote them. Of lighter verses, Mr. A. C. Hillier's "" In Opera Irund "" is perhaps the best examUlo in the voTlmne",https://link.gale.com/apps/doc/CS237427430/TTDA?u=uppsala&sid=bookmark-TTDA&xid=6ea00c65
Null,"English Poetry From Blake To Browning,",The Times,1894-Jan-04,"London, England","ENGLISH POzTRY RORm BLAKE TO BnOwiING, by William Macneile Dixon (Methuen and Co.), iB a series of studies of unequal merit and texture of which the best are of high quality, while tÂ¶iose of slighter texture are often full of euggestion. Mr. Dixon approaches poetry as Plato did, demanding of it that it should be '"" not only pleasant but also useful to states mud to hnman life."" Begarding it from this
point of view, he breaks a lance not unskilfully, with the idolaters of Shelley. iot that he fails to recognize Shelley's high poatic quality, but he protests against the idolatery which regards him as the fellow of Shakespeare, and his protest is very temperately and, in our judgment, very judiciously expressed. OD the whole, the volume, though, as we have said, unequal in texture, is scholarly in its conceptionand full of sound and suggestive criticism.",https://link.gale.com/apps/doc/CS135453220/TTDA?u=uppsala&sid=bookmark-TTDA&xid=62437533
Null,English Lyrics.*,The Times,1890-Nov-22,"London, England","I EAms.lS LyRic.*
The selection of these English lyrics is the justification of (r. Watson's preface, whichmight otherwise lay itself open to the charge of canrying eulogy to excess. Mr. Watson has, in our opinion, vindicated the soundness of his judgment and his literary discrimination by the specimens he has selected. In one way we are inclined to go farther than he does, for we prefer Mr. Austin's simpler vein to his more amibitious efforts. At homne or on foreign soil, on the earth, in the heavens, or in intermediate spheres he is always a poet; but he never sings so sweetly or so melodiously as in England. Mr. Austin, we are told with truth, ignores Nature-that is to say, the idol or fetish of formal and metaphysical poets. On the other hand, he is in the closest communion with the buoyant nature that is weeping or smiling in our surroundings through the changing seasons. "" That, says Mr. Watson, ""is why I consider him in the truest and best sense a Nature-poet."" In fact, Mr. Austin has been setting an example, with the just balance of sense and sound which "" future generations will loos for in their poems."" We can only hope that the example will be generally imitated, and that future generations will not be disappointed. For all through these lyrics we have a harmonious blending of pleasing melancholy with genial mirth, and they are rich in those shades of realistic description which remind us of "" The Queen of the Mflay"" and ""ILocksley Hall.""
Take the brightness of ""I A Birthday,"" which appropriately opens the volume. The poet revels in the sights and sounds of the present,regardless cr unconscious of what the future may have in store
The earliest sound that greeted me
aVas the ousel's ringing tone
The earliest sight, lambs frisking free
Bound barked oaks newly thrown.
Then comes in ""' Primroses "" and "" A Defence of English Spring,"" a fre7sh breath of the English spring-time with which he preladed his Italian "" Human Tragedy."" Even with poetical licence it is no easy task to defend satisfactorily MEarch winds and cold April showers. At least, Mr. Austin makes the best of things, and almost persuades us that we ought to enjoy the weather of both months. There is no denying the force or the charm of his painting when he invokes the memory to the aid of his muse -
Nowfrowns the sky, the air bites blealk, -
The young boughs rock, the old boughs creak, And fast before the following gale
Come slanting drops, then slashing hail.
WVe heartily agree with him when he revels in the delights of the field flowers and the fragrant bloom in the old-fashioned gardens -
The blue bells with the grasses mingle But soon their azure will be scrolled Upon the primrose cloth of gold. Yes, there are early lady-smocks
The children crumple in their frocks.
And with them knolls that now are bare Will be a blaze of lavender.
What lends yon dingle such a sheen i
How ! buttercups ? No, celandine. kc.
There is a pathetic simplicity in the homelike realism of the ""Farmhouse Dirge,"" Ywhere the, bereaved mother, seekin- distraction from her sorrow in the familiar household cares, is full now of her grief and now of her bees and her poultry:
_tbdoes one good to talk of it all, and grief feels
doubled when domb.
An the butter's not quite so good this week, if you
please, ma'nm, you must not mind.
There is delightful and homely pathos, too, in ""The Last Night,"" when the youth,on the eve of starting for the colonies, takes his sister for a sad farewell to their favourite haunt in the chestnuat grove. In "" Love's Widowhood "" there is another richly-coloured Venetian picture of the old flowers that blaze in rank luxuriance in the borders of a cotta-e garden .-
018-fashioned balsains,snapdragons red and white, In which the sedulous bees all day were throng. Mloon-daisies tall and tufts of crimson phlox, And dainty white anemones that bear
An eastern name and eastern beauty wear.
Even after Shelley's ode we can still admire the song of "" The Owl "" and "" The Lark,"" and finally, by way of showing the poet in his patriotic vein, in "" At his Grave "" we have a spirited tribute to the patriotism, genius, and services of Lord Beaconsfield. Even Radicals, although they may not assent to the sentiments, must admit
that it is fine poetry :- I
But, he unwitting youth once flown,
With England's greatness linked his own,
And steadfast to that part,
Held praise and blame Dut fitful sound, And in the love of country found
Full solace for his heart.
* "" English Lyrics."" By Alfred Austin. Edited by William WVatson. Macmillan and Co. 1890.",https://link.gale.com/apps/doc/CS100979574/TTDA?u=uppsala&sid=bookmark-TTDA&xid=cc9d1278
Null,Mr. Swinburne's New Volume.*,The Times,1884-Nov-12,"London, England","MB. SWIBUBNRE'S NEW VOLUmR,*
This now volume by Mr. Swinburne contains no fewver than S6 distinct poems, eight only of which have previously seen the light. The whole sEries may bo divided into idyllic, personal, and political poems. Lovers of poetry aS poetry will be charmed by much graceful verse in the firat aection; admirers of Victor Hugo, Mazzini, Richard Doyle, Louis Blano, Migs Rossetti, and Mr. Henry A. Bright (a sufficiently catholic portrait gallery) will welcome the second; while the poems in the third section are likely to divide readers at the present political erieis into hostile camps.
Powerful and full of energy as the political poems cndoubtedly are, for ourselves we may say in the outset that we prefer the idyllic and personal poems. Tho poet is here seen at his best; bo touches felicitously upon questions deeper than the ephemeral excitements of politics; and while we get much of the swing and the melody which bave always distinguished Mr. Swinburne's poems, there aro also traces of ripening thought and judgment. The collection of poems which furnishes the title of the volume, ""' A Midsummer Holiday,"" aro nine ballads inscribed to Mr. Theodore Watts. They aro not ballads in the loose and inaccurate sense usuaIly understood by ths,t word; but are constructed upon the strict principles of old French versification. According to Richelet a ballad is really a song consisting of threo strophes or stanzas, of eight verses each, besides a half strophe ; the whole ir rhymo of two, three, or four verses, with a burden repeated at the end of each strophe, as well as of the half strophe. This is the construction Mr. Swinburno has literally followed, and he has successfully grappled with the conditions. The locale of thcse country poems is, we believe, to be found in tho most beautiful coast secnery of Norfolk, near Cromer. 'The ballad of ""Tho Seaboard "" emphasizes a tbought that must often have occurred to the refleutive mind ander similar circumstances:-
""The waves are a joy to the sea-mew, the meads to the
herd,
And a joy to the heart is a goal that it may not reach. No senso that for ever the limits of sense engird,
No hearing or sight that is vassal to form or speech
""Learns ever the secret that shadoi and silence teach, ""iRears ever the notes that or ever they swell subside,
""Sees ever the light that lights not the loud world's
tide,
'Olasps ever the cause of the lifelong scheme's control
Where through we pursue, till the waters of life be
dried,
""The goal that is not, and ever again the goaL
""Friend what have we sought or seek we, whate cr
betiae,
""Though the seaboard shift its mark from afar descried,
""But aims whence erer anew shall arise the soul.
""Love, thought, song, lifo, but show for a glimpse, and
hide
""The goal that is not, and ever again the goal.""
The Ode to Victor Hugo dexterously interweaves references to many of the French poot's finest writings. As a Voetic effort it illustrates both Mr. Swinburne S strength and his weakness. It exhibits all his strength of verse with all his faults of exaggeration. Yxctor Hugo is unquestionably a fine genius-take him altogether, perhaps, the greatest genius of our time; but this foes not constitute hlun a Homer or a Shakespeare. Yet, if wo cannot endorso in all its fulness the rapturous eulogium pronounced by Victor H-ngo's admirer, we can at least admire the vigour and poetic force of strophes like these
""o mystery, whence to one man's hand was given
""- Power upon all things of tho spirit, and might Whereby the veil of all the years was riven
"" And naked stood the secret soul of night I
0 marvel, hailed of eyes whence cloud is driven,
""I That shows at last wrong reconciled with right ""By death divine of evil end sin forgiven !
0 light of song, whose fire is perfect light
No speech, no voice, no thought, Nso love avails us aught
TFor service of thanksgiving in his sighbt
*Who bath given us all for ever ""Such gifts that man gave nevor
""So many and great since first Time's wings took
""M3Jan may not praise a spirit abovo
""Aan's: life and death sball praise him: we can
only love.
'Life, everlasting while the worlds endure
""' Death, self-abused beforo a power more high, 'Sball bear one witnens, and their word stand sare,
""1 That not till time bo dead shall this man die. ""Love, like a bird, comes loyal to his lureo
f Fame flies beforo him, wingless else to fly.
""A child's heart toward his kind is not moro puro,
""An eagle's toWard the sun no lordlier eyo.
* Awe sweet as love and proud
""As fame, though hushe and bowed,
""Yearns toward him silent as his face goes by t
""All crowns before his crown ""Triumphantly bow down
""For prido that one more great than all draws nigh a
""1 AU souls applaud, all hearts a:claim,
""One heart benign, one soul supreme, one conquering
name.""
The eamo fault of excessive laudation mars the lines on the death of Mazzini. That great and conspicuous services were rendered by Mazzini to Italy no one can dispute, and there are few who would call in question his high-souled patriotism. But these stanzas are extravagant;-
"" Since man's first mother brought to mnortal birth
IHer first-born son,
""Such grace befell not ever man on earth
4f ""As crowns this one.
Of God nor man was ever this thing said,
"" That he could give
""Life back to her who gave him, whence his dead
"" Mother might live.
But this man found his mothert dead and slknin,
'W With fast-sealed eyes,
""And bade the dead rise up and livo again,
""And she did rise.
I I * t t
""ity superb that hadst Columbus first '
""F For sovereigir son
""Be prouder that thy breast hath later nrfkt
"" This mightier one.
""Glor be his for ever, while his land
ILives and is free,
""As with controlling breath and sovereign hand
"" He bade her be.
""Earth shows to heaven the names by thousands told
""T That crown her fame,
""EBt highest of all that heaven and earth behold
"" Mazzini's name.""
"" Les unasquets "" celebrates an incident connected with the lighthouse rock which forms one of a commanding group of natural towers off tho island of Guernsey. Tho grand and solitary position of these rocka affords fall scope for all Mr. Swinbarne's picturesqueness of treatment; but his talent is not conspicuously adapted for the dramatic treatment of incident. The same remark applies to the "" Ballad of Sark.""
Readers of the author's recent volume of child poems will not need to be assured that he writes with much tenderness in bis "" Oradle Songs "" and 'I ine Years Old."" But more general interest will centro in such efforts as "" ,eartseaso Countrv,"" addressed to the poet's sister, "" A Doublo Bakad of August, and "" Maytirne in Midwinter."" We must ex;tract a few stanzas from the last-named
""The world, what is it to Ion, dear,
"" And me, if its face bo groy,
""And the new-born year be a shrowd year
"" For flowers that the ferco winds fray? ""You smile, and tho sky seems blue, dear;
Is You laugh, and the mpnth turns May.
""Your bands through tho bookshelves flutter;
"" Scott, Shak-espeare, Dickens, are caught I ""Blake's visions, that lighten and mutter;
""' Molibre-and his smile has noaght ""Left on it of sorrow, to uttor gh
""7110serOt thiDgs of his thought.
""lFo Rrim thing written or graven,
""^But growrs1 if you gaze Onl it, brght ""A lark's note nDgs from the raye,
""'And trgedy a robe turns white; And shipwrecks driit into haven;
""And darkness lanugbs, and is ight. ""Grief seems but a vision ot madness;
"" Life's key-note peals from above r With nought in it more of Adnesp
"" Than broods on the hoart of a dove: ""At sight of you, thought grows gladness.
and life, through love of you, love.""
This is dainty writing, and in a welcome vein to which Mr. Swinburng has not scoustomed us.
In the sonnets entitled 4 In epulcratis "" the poet waxes wroth over certain biographical works which have seen the lght. He takes as his motto RdinD's saying, that to .publish even o ne line of an author which he himself "" has not intended for the public at 1arvge -especialty letters which aro addressed to private persors-is to commit a
despicake act of felony.""S We get on pleasauter ground when we come* to gracetul verso like that vwritten upDon Richard Doyle, the old 1'uns artist, anX Mr. Henry A. Bright, the a uthor of that de lightful book, "" I In
""^ A.fidsummer Holiday and other Poems."" By Algeeonsharles Swinberte. OhAttoandWiades. 188.
R Lancashire Garden."" The sonnet on the Wafet is ono of tho happiest efforts iii tbo volume:-
""yet again another, lere bis crowning year.
""Gone from friends, that hero may looi for hnu no
m re.
""Nover now for him sball hoes set wide tho door, EI17po that hailld him hither, fain to grmet hbn here. A,the graciou garden-fiowers he bold so dear,
Old-world E!nglish blossoms, all his homesteud
'tore,
Old-world prief had strown tbem rouad his iber of
B Bidding yah drop leaf by leaf as tear by tear;
""lares thaa mino had borne more tuneful token,
Top4obed by sabtler hands than echoing time CMM
*song,
Sweet as flowers had strewn his gravoyardiath.
'long.
""NOw may no such old swoot dirges more be spolen,
""Now thOe 1wer. whoso breath was very song 5ro
broken,
"" Nor may sorrow find again so sweet a song.""
Judging from the denuucichtions Mr. Swinburne hurls atthe Houso of Lords in the closing poems of his volume, the peers nava no stronger enemy than himself. The burden of his cry is "" oet uM break their bonds in sunder,"" and with this as a kind of text the poet preaches a Boaperges kind of sermon, ins which his sentiments aro as unmistakable as his language is lnncompromising.
There isalways adistinctmelodiousnessand a charm of versification, peculiar to himself,in anything that Mr. Swinburne writes, and if no name appeared on the titlo page of this neow volume, the sourcO of inspiration might be readily challenged. But we could wish tho poet to forsake merely political themes for those which are of universal application in all ages, and consequently best fitted to live in *ong.",https://link.gale.com/apps/doc/CS117622636/TTDA?u=uppsala&sid=bookmark-TTDA&xid=ddaad1c6
